person_id,page_number,occupation,entry_type,occupation_norm_proposed,age,sex,family_status_norm,comments
P002504,182,,blank,,3,Женский,Дочь,
P002506,182,,blank,,35,Женский,Сожительница,
P002507,182,,blank,,42,Мужской,Хозяин,
P002508,182,,blank,,31,Женский,Сожительница,
P002510,182,,blank,,30,Женский,Сожительница,
P002512,182,,blank,,36,Женский,Сожительница,
P002513,182,,blank,,2,Мужской,Приемный сын,352
P002515,182,,blank,,36,Мужской,Хозяин,
P002516,182,,blank,,37,Женский,Сожительница,
P002518,182,,blank,,29,Женский,Сожительница,
P002520,182,,blank,,31,Женский,Сожительница,
P002521,182,,blank,,36,Мужской,Хозяин,
P002522,182,,blank,,28,Женский,Сожительница,
P002523,182,,blank,,,Мужской,Хозяин,
P002524,183,,blank,,,Женский,Жена,
P002525,183,,blank,,,Мужской,Хозяин,
P002526,183,,blank,,33,Женский,Жена,
P002527,183,,blank,,11,Женский,Дочь,
P002528,183,,blank,,2,Мужской,Сын,
P002529,183,,blank,,46,Мужской,Хозяин,
P002530,183,,blank,,,Женский,Сожительница,
P002531,183,,blank,,39,Мужской,Хозяин,
P002532,183,,blank,,36,Женский,Сожительница,
P002534,183,,blank,,16,Мужской,Сын,Сын рыболова
P002535,183,,blank,,,Женский,Сожительница,
P002536,183,,blank,,,Мужской,Хозяин,
P002537,183,,blank,,,Женский,Жена,
P002538,183,,blank,,17,Мужской,Сын,
P002539,183,,blank,,5,Женский,Дочь,
P002540,183,,blank,,1,Женский,Дочь,
P002542,183,,blank,,37,Женский,Жена,
P002543,183,,blank,,45,Мужской,Хозяин,
P002544,184,,blank,,48,Мужской,Хозяин,
P002545,184,,blank,,38,Женский,Жена,
P002546,184,,blank,,2,Мужской,Сын,
P002547,184,,blank,,1,Женский,Дочь,
P002549,184,,blank,,35,Женский,Жена,
P002550,184,,blank,,5,Мужской,Сын,
P002551,184,,blank,,43,Мужской,Хозяин,
P002552,184,,blank,,28,Женский,Сожительница,
P002553,184,,blank,,45,Мужской,Хозяин,
P002554,184,,blank,,31,Женский,Сожительница,
P002556,184,,blank,,,Женский,Сожительница,
P002557,184,,blank,,0,Мужской,Незаконнорожденный сын,353
P002558,184,,blank,,39,Мужской,Хозяин,
P002559,184,,blank,,35,Женский,Сожительница,
P002561,184,,blank,,28,Женский,Сожительница,
P002562,184,,blank,,43,Мужской,Хозяин,
P002563,184,,blank,,36,Женский,Жена,
P002564,184,,blank,,,Мужской,Хозяин,
P002565,184,,blank,,31,Женский,Сожительница,
P002566,184,,blank,,33,Женский,Хозяйка,
P002567,185,,blank,,6,Женский,Незаконнорожденная дочь,354
P002568,185,,blank,,3,Мужской,Незаконнорожденный сын,355
P002569,185,,blank,,1,Мужской,Незаконнорожденный сын,356
P002570,185,,blank,,49,Мужской,Сожитель,Владеет участком № 33
P002571,185,,blank,,46,Мужской,Хозяин,
P002572,185,,blank,,30,Женский,Сожительница,
P002573,185,,blank,,,Мужской,Хозяин,
P002574,185,,blank,,,Женский,Сожительница,
P002575,185,,blank,,,Мужской,Хозяин,
P002576,185,,blank,,,Женский,Жена,
P002577,185,,blank,,3,Женский,Дочь,
P002578,185,,blank,,,Мужской,Хозяин,
P002579,185,,blank,,,Женский,Жена,
P002580,185,,blank,,,Мужской,Хозяин,
P002582,185,,blank,,35,Женский,Сожительница,
P002583,185,,blank,,40,Мужской,Хозяин,
P002584,185,,blank,,36,Женский,Сожительница,
P002586,186,,blank,,31,Женский,Сожительница,
P002587,186,,blank,,,Мужской,Хозяин,
P002588,186,,blank,,38,Женский,Сожительница,
P002590,186,,blank,,,Женский,Сожительница,
P002591,186,,blank,,,Мужской,Незаконнорожденный сын,4
P002593,186,,blank,,32,Женский,Жена,
P002594,186,,blank,,3,Мужской,Сын,
P002595,186,,blank,,,Мужской,Хозяин,
P002596,186,,blank,,37,Женский,Жена,
P002597,186,,blank,,16,Женский,Дочь,
P002598,186,,blank,,,Мужской,Хозяин,
P002599,186,,blank,,,Женский,Сожительница,
P002600,186,,blank,,,Мужской,Незаконнорожденный сын,
P002601,186,,blank,,,Женский,Хозяйка,
P002602,186,,blank,,,Мужской,Хозяин,
P002603,186,,blank,,,Женский,Сожительница,
P002604,186,,blank,,14,Мужской,Незаконнорожденный сын,12
P002605,186,,blank,,,Мужской,Хозяин,
P002606,187,,blank,,,Женский,Сожительница,
P002607,187,,blank,,,Мужской,Хозяин,
P002608,187,,blank,,,Мужской,Хозяин,
P002609,187,,blank,,,Мужской,Хозяин,
P002610,187,,blank,,,Мужской,Хозяин,
P002612,187,,blank,,33,Женский,Сожительница,
P002615,187,,blank,,29,Женский,Сожительница,
P002616,187,,blank,,5,Женский,Незаконнорожденная дочь,358
P002617,187,,blank,,30,Мужской,Жилец,У Иванова.5
P002619,187,,blank,,27,Мужской,Прислуга,Дом Леонова
P002620,187,,blank,,37,Мужской,Прислуга,Дом Леонова
P002621,187,,blank,,38,Женский,Хозяйка,
P002622,188,,blank,,12,Женский,Дочь,
P002623,188,,blank,,7,Мужской,Сын,
P002624,188,,blank,,31,Мужской,Хозяин,
P002625,188,,blank,,28,Женский,Сожительница,
P002626,188,,blank,,0,Мужской,Незаконнорожденный сын,359
P002628,188,,blank,,40,Мужской,Хозяин,В Хабаровке
P002629,188,,blank,,28,Женский,Сожительница,
P002631,188,,blank,,30,Мужской,Жилец,
P002632,188,,blank,,38,Женский,Хозяйка,
P002633,188,,blank,,13,Женский,Незаконнорожденная дочь,360
P002634,188,,blank,,10,Женский,Незаконнорожденная дочь,361
P002635,188,,blank,,44,Мужской,Жилец,
P002636,188,,blank,,50,Мужской,Жилец,
P002637,188,,blank,,37,Женский,Сожительница,
P002638,188,,blank,,56,Мужской,Хозяин,
P002639,189,,blank,,49,Женский,Жена,
P002640,189,,blank,,64,Мужской,Жилец,
P002641,189,,blank,,,Мужской,Хозяин,167 124
P002642,189,,blank,,35,Мужской,Жилец,
P002643,189,,blank,,38,Мужской,Жилец,
P002644,189,,blank,,38,Женский,Жена,
P002645,189,,blank,,57,Мужской,Хозяин,
P002646,189,,blank,,44,Женский,Жена,
P002647,189,,blank,,7,Мужской,Сын,
P002648,189,,blank,,28,Мужской,Хозяин,
P002649,189,,blank,,,Женский,Жена,
P002651,189,,blank,,36,Женский,Сожительница,Муж на Сахалине
P002652,189,,blank,,0,Мужской,Незаконнорожденный сын,362
P002653,189,,blank,,39,Мужской,Жилец,
P002654,189,,blank,,30,Мужской,Жилец,
P002655,189,,blank,,30,Мужской,Жилец,
P002656,189,,blank,,26,Мужской,Жилец,
P002657,190,,blank,,29,Женский,Хозяйка,
P002659,190,,blank,,5,Женский,Незаконнорожденная дочь,363
P002660,190,,blank,,4,Женский,Незаконнорожденная дочь,364
P002661,190,,blank,,2,Женский,Дочь,
P002662,190,,blank,,1,Мужской,Незаконнорожденный сын,365
P002664,190,,blank,,35,Мужской,Хозяин,
P002665,190,,blank,,32,Женский,Жена,
P002666,190,,blank,,30,Мужской,Совладелец,
P002667,190,,blank,,28,Женский,Жена,
P002668,190,,blank,,65,Мужской,Хозяин,
P002669,190,,blank,,56,Женский,Сожительница,
P002671,190,,blank,,30,Женский,Сожительница,
P002672,190,,blank,,38,Мужской,Жилец,
P002673,190,,blank,,40,Мужской,Жилец,
P002675,191,,blank,,38,Мужской,Хозяин,
P002676,191,,blank,,30,Женский,Жена,
P002677,191,,blank,,40,Мужской,Жилец,
P002679,191,,blank,,53,Женский,Сожительница,
P002681,191,,blank,,30,Мужской,Совладелец,
P002682,191,,blank,,29,Женский,Жилица,
P002683,191,,blank,,67,Женский,Хозяйка,
P002684,191,,blank,,38,Мужской,Жилец,
P002685,191,,blank,,32,Женский,Хозяйка,
P002686,191,,blank,,34,Мужской,Сожитель,
P002687,191,,blank,,50,Мужской,Жилец,
P002688,191,,blank,,28,Мужской,Хозяин,
P002689,192,,blank,,28,Женский,Жена,
P002690,192,,blank,,0,Мужской,Сын,
P002691,192,,blank,,28,Мужской,Жилец,
P002692,192,,blank,,24,Женский,Сожительница,
P002695,192,,blank,,38,Женский,Жена,
P002696,192,,blank,,35,Мужской,Жилец,
P002697,192,,blank,,35,Женский,Сожительница,
P002698,192,,blank,,35,Мужской,Хозяин,
P002699,192,,blank,,35,Женский,Жена,
P002700,192,,blank,,0,Женский,Дочь,
P002701,192,,blank,,52,Мужской,Хозяин,
P002702,192,,blank,,52,Женский,Жена,
P002703,192,,blank,,0,Женский,Дочь,
P002704,193,,blank,,35,Мужской,Брат,
P002705,193,,blank,,30,Мужской,Жилец,
P002706,193,,blank,,29,Женский,Хозяйка,
P002708,193,,blank,,26,Женский,Хозяйка,
P002709,193,,blank,,2,Мужской,Незаконнорожденный сын,366
P002711,193,,blank,,35,Мужской,Прислуга,
P002713,193,,blank,,65,Мужской,Жилец,
P002714,193,,blank,,34,Мужской,Жилец,
P002717,193,,blank,,40,Женский,Сожительница,Во Владивостоке по билету
P002718,193,,blank,,30,Мужской,Хозяин,
P002719,194,,blank,,30,Женский,Сожительница,
P002720,194,,blank,,38,Мужской,Хозяин,
P002721,194,,blank,,33,Женский,Сожительница,
P002722,194,,blank,,3,Женский,Незаконнорожденная дочь,367
P002723,194,,blank,,0,Женский,Незаконнорожденная дочь,368
P002724,194,,blank,,50,Мужской,Хозяин,
P002725,194,,blank,,28,Мужской,Жилец,Смотри 3-е Арково
P002726,194,,blank,,26,Женский,Жена,
P002727,194,,blank,,4,Мужской,Сын,
P002728,194,,blank,,1,Женский,Дочь,
P002730,194,,blank,,31,Женский,Жена,
P002731,194,,blank,,47,Мужской,Совладелец,
P002733,194,,blank,,30,Женский,Сожительница,
P002734,194,,blank,,0,Мужской,Незаконнорожденный сын,369
P002735,194,,blank,,32,Мужской,Хозяин,
P002737,195,,blank,,46,Мужской,Жилец,
P002738,195,,blank,,35,Женский,Хозяйка,
P002740,195,,blank,,5,Женский,Незаконнорожденная дочь,370
P002741,195,,blank,,40,Мужской,Хозяин,
P002742,195,,blank,,30,Мужской,Хозяин,
P002743,195,,blank,,30,Женский,Жена,
P002744,195,,blank,,0,Мужской,Сын,
P002745,195,,blank,,40,Мужской,Совладелец,
P002746,195,,blank,,35,Женский,Жена,
P002748,195,,blank,,22,Женский,Жена,
P002750,195,,blank,,35,Женский,Сожительница,
P002752,195,,blank,,31,Женский,Сожительница,
P002754,196,,blank,,29,Мужской,Хозяин,
P002755,196,,blank,,30,Мужской,Хозяин,
P002756,196,,blank,,30,Мужской,Хозяин,
P002757,196,,blank,,27,Женский,Жена,
P002758,196,,blank,,9,Мужской,Сын,
P002759,196,,blank,,7,Женский,Дочь,
P002760,196,,blank,,6,Женский,Дочь,
P002761,196,,blank,,1,Женский,Дочь,
P002763,196,,blank,,30,Женский,Жена,
P002764,196,,blank,,10,Женский,Дочь,
P002765,196,,blank,,36,Мужской,Жилец,
P002766,196,,blank,,30,Женский,Хозяйка,
P002768,196,,blank,,45,Мужской,Жилец,
P002770,197,,blank,,17,Женский,Жена,Отец на Сахалине.2
P002771,197,,blank,,0,Мужской,Сын,
P002775,197,,blank,,24,Мужской,,
P002776,197,,blank,,23,Женский,Жена,
P002777,197,,blank,,3,Мужской,Сын,
P002778,197,,blank,,1,Мужской,Сын,
P002779,197,,blank,,25,Мужской,Хозяин,
P002780,197,,blank,,25,Женский,Жена,
P002781,197,,blank,,1,Женский,Дочь,
P002782,197,,blank,,25,Мужской,Совладелец,
