person_id,old_source_position_id,new_source_position_id,changed_fields,changed_field_count
P006671,3-40-016-0022,3-40-016-0022,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006672,3-40-017-0023,3-40-017-0023,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006673,3-40-017-0024,3-40-017-0024,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006674,3-40-017-0025,3-40-017-0025,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006675,3-40-018-0026,3-40-018-0026,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006676,3-40-019-0027,3-40-019-0027,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006677,3-40-020-0028,3-40-020-0028,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006678,3-40-021-0029,3-40-021-0029,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006679,3-40-021-0030,3-40-021-0030,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006680,3-40-022-0031,3-40-022-0031,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006681,3-40-023-0032,3-40-023-0032,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006682,3-40-023-0033,3-40-023-0033,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006683,3-40-024-0034,3-40-024-0034,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006684,3-40-025-0035,3-40-025-0035,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006685,3-40-026-0036,3-40-026-0036,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006686,3-40-027-0037,3-40-027-0037,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006687,3-40-028-0038,3-40-028-0038,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006688,3-40-029-0039,3-40-029-0039,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006689,3-40-030-0040,3-40-030-0040,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006690,3-41-001-0001,3-41-001-0001,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006691,3-41-002-0002,3-41-002-0002,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006692,3-41-003-0003,3-41-003-0003,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006693,3-41-003-0004,3-41-003-0004,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006694,3-41-004-0005,3-41-004-0005,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006695,3-41-004-0006,3-41-004-0006,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006696,3-41-005-0007,3-41-005-0007,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006697,3-41-005-0008,3-41-005-0008,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006698,3-41-005-0009,3-41-005-0009,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006699,3-41-006-0010,3-41-006-0010,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006700,3-41-007-0011,3-41-007-0011,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006701,3-41-007-0012,3-41-007-0012,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006702,3-41-007-0013,3-41-007-0013,family_status_norm; household_id; household_number; household_type; legal_status_norm; notes_raw; sex; sex_evidence,8
P006703,3-41-008-0014,3-41-008-0014,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006704,3-41-008-0015,3-41-008-0015,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006705,3-41-008-0016,3-41-008-0016,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006706,3-41-008-0017,3-41-008-0017,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006707,3-41-009-0018,3-41-009-0018,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006708,3-41-009-0019,3-41-009-0019,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006709,3-41-009-0020,3-41-009-0020,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006710,3-41-009-0021,3-41-009-0021,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006711,3-41-010-0022,3-41-010-0022,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006712,3-41-010-0023,3-41-010-0023,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006713,3-41-011-0024,3-41-011-0024,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006714,3-41-012-0025,3-41-012-0025,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006715,3-41-012-0026,3-41-012-0026,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006716,3-41-012-0027,3-41-012-0027,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006717,3-41-012-0028,3-41-012-0028,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006718,3-41-012-0029,3-41-012-0029,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006719,3-41-013-0030,3-41-013-0030,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006720,3-41-014-0031,3-41-014-0031,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006721,3-41-014-0032,3-41-014-0032,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006722,3-41-015-0033,3-41-015-0033,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006723,3-41-016-0034,3-41-016-0034,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006724,3-41-016-0035,3-41-016-0035,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006725,3-41-017-0036,3-41-017-0036,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006726,3-41-018-0037,3-41-018-0037,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006727,3-41-019-0038,3-41-019-0038,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006728,3-41-020-0039,3-41-020-0039,household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,7
P006729,3-41-021-0040,3-41-021-0040,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006730,3-41-022-0041,3-41-022-0041,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006731,3-41-022-0042,3-41-022-0042,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006732,3-41-022-0043,3-41-022-0043,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006733,3-41-023-0044,3-41-023-0044,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006734,3-41-024-0045,3-41-024-0045,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006735,3-41-025-0046,3-41-025-0046,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006736,3-41-025-0047,3-41-025-0047,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006737,3-41-025-0048,3-41-025-0048,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006738,3-41-026-0049,3-41-026-0049,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006739,3-41-027-0050,3-41-027-0050,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006740,3-41-027-0051,3-41-027-0051,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006741,3-41-028-0052,3-41-028-0052,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006742,3-41-028-0053,3-41-028-0053,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006743,3-41-028-0054,3-41-028-0054,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006744,3-41-028-0055,3-41-028-0055,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006745,3-41-029-0056,3-41-029-0056,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006746,3-41-029-0057,3-41-029-0057,family_status_norm; household_id; household_number; household_type; legal_status; legal_status_norm; literacy; sex; sex_evidence,9
P006747,3-41-030-0058,3-41-030-0058,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006748,3-41-031-0059,3-41-031-0059,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006749,3-41-031-0060,3-41-031-0060,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006750,3-41-032-0061,3-41-032-0061,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006751,3-41-032-0062,3-41-032-0062,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
